rank,start_index,success,cost,relative_cost_above_best,optimality,nfev,near_optimal,force_observation_ratio,stroke_observation_ratio,vertical_stiffness_n_m,quadratic_vertical_stiffness_n_m2,compression_vertical_damping_ns_m,rebound_vertical_damping_ns_m
15,77,True,4.162156478854278,7.6210183668571875e-06,1.6971078308949665,26,True,0.4569789189874719,1.9999988664589043,98135.71948587954,275.8878859136858,14379.00631074547,212147.6170786455
16,37,True,4.162156961968997,7.737092426825195e-06,0.13089721445502375,32,True,0.4570287470786439,1.9999999999999858,98189.59548853876,80.95952529307313,14404.536522052207,214549.2538041762
17,48,True,4.162171740197107,1.1287737581547195e-05,0.09077748012437281,34,True,0.4570046305118839,1.999999999999998,98114.84516555008,496.8297302186238,14406.962416178018,217702.80844494427
18,101,True,4.162199375374764,1.7927417854491388e-05,0.10162752106642609,38,True,0.4570180901253179,1.9999999999999998,98068.39317442292,688.5366010102898,14391.163699965578,213954.60550195185
19,64,True,4.162199649928317,1.799338261245038e-05,0.10172223949325966,37,True,0.4570186448819793,1.9999999999999998,98068.47503345573,688.9915999334341,14391.175499453142,213955.68265764797
20,45,True,4.162203343588434,1.8880828407806286e-05,2.7983390556537726,41,True,0.4570181545518693,1.9999999999999998,98067.73614377061,694.6814815226594,14391.844754936219,213861.59405367138
21,18,True,4.162206955835292,1.974871369886332e-05,0.10540445945050436,32,True,0.4570179405659198,1.9999999999999998,98065.19828421313,710.0265667759592,14392.195656158738,213823.22763527284
22,9,True,4.162210275249347,2.0546242424396915e-05,1.7357075038440413,37,True,0.45701823689609167,1.9999999999999998,98062.37032866426,726.1180386558608,14392.479525232735,213797.46150437597
23,102,True,4.162215054897781,2.169460983548384e-05,1.6978588354425692,37,True,0.45701715251955793,1.9999999999999998,98058.14732181885,750.4807195892377,14392.874614540633,213769.48233791892
24,83,True,4.162216921895827,2.2143178332091886e-05,0.10739938180342624,36,True,0.45701727464381536,1.9999999999999998,98056.32346981294,761.5022967144743,14393.0765041057,213772.10957437364
25,20,True,4.162228308527516,2.4878952088958357e-05,0.06649328216395893,35,True,0.4569890265404522,1.9999998978777564,98025.0373039321,956.2641647536703,14399.44629605882,217869.46259991705
26,70,True,4.16225296716821,3.080348393753701e-05,0.11293204815823572,32,True,0.4570171005983836,1.9999999999999718,98022.84851198402,943.8451704776469,14393.188691846042,213204.03826813892
27,17,True,4.162277912040667,3.6796786373299503e-05,1.3334666516716571,42,True,0.4570295077073853,1.9999999999999998,98092.18860118781,648.6642588571508,14414.393357036619,214565.96832043232
28,127,True,4.162286174453758,3.8781929435694586e-05,1.2277741128068833,37,True,0.4570283823062743,1.9999999999999942,98004.88592326314,1091.1540018128048,14406.093206542986,214593.35346979462
29,54,True,4.162286362989178,3.882722731383888e-05,2.137811453224442,33,True,0.4570285378389354,1.9999999999999996,98010.27589257098,1064.8373997040437,14406.819860183456,214577.53547675753
30,46,True,4.162286768094581,3.892455870729574e-05,3.000181120668417,46,True,0.4570246788447095,1.9999999999999998,97960.38739883061,1305.0706171324346,14398.826365822053,214760.28250516063
31,80,True,4.162286774843021,3.892618010031479e-05,1.139983447761614,37,True,0.457028513910427,1.9999999999999996,98010.10250598635,1065.3350225909892,14406.766768130052,214555.18900041803
32,62,True,4.162286985402926,3.897676962314075e-05,1.2144157776066202,38,True,0.4570276106735068,1.9999999629776846,97990.79284949196,1162.0682199054188,14404.572788871064,214689.94084542617
33,95,True,4.1622870374741465,3.898928035341359e-05,0.1227087593630443,42,True,0.45702833352664235,1.9999999999999958,98006.6923555742,1082.9159226316633,14406.446489256698,214575.04139504404
34,73,True,4.162288152113876,3.92570858120026e-05,0.10020201948939352,42,True,0.4570189800580265,1.9999999999999998,97957.86745758692,1318.3124266261182,14398.663864660912,214761.87309462056
35,12,True,4.16228869200921,3.938680209034734e-05,2.994824759579658,42,True,0.4570199530253843,1.9999999999999998,97958.09904033817,1317.5956173959828,14398.851835512985,214745.99390349817
36,23,True,4.162288938088715,3.944592561966295e-05,1.2447887226423673,38,True,0.45702786124989264,1.9999999999999942,97999.88302911293,1117.0731524168846,14405.794753674561,214560.04067184427
37,104,True,4.162289632868526,3.961285473658402e-05,0.11785877556471491,44,True,0.4570282110661059,1.9999999999999998,97991.3300272213,1160.7440871517126,14404.94718252343,214621.1720716153
38,60,True,4.162289938226043,3.9686220513612435e-05,1.6082941838666371,34,True,0.4570204586741697,1.999999999999999,97976.2617907434,1233.588523044837,14402.696778338506,214666.2766358393
39,34,True,4.162290781709233,3.98888773869056e-05,0.10449434175340037,36,True,0.4570186116124643,1.9999999999999998,97961.75921101416,1303.2029384017462,14400.24951181472,214715.51017098292
40,108,True,4.162291057506916,3.995514106214661e-05,2.834801343459632,32,True,0.4570221143479344,1.9999999999999727,97961.77450814142,1301.769262120621,14399.921464652707,214630.76112983347
41,39,True,4.162291443771205,4.0047945653874026e-05,2.8556735873065056,41,True,0.45701960306276385,1.9999999999999998,97961.1101775303,1307.2006193571467,14400.39961433439,214732.6529949379
42,71,True,4.16229149942457,4.0061317036954294e-05,3.028109483842035,39,True,0.4570190439087108,1.9999999999999998,97953.18184222966,1343.386899500151,14398.608042637617,214750.12710683764
43,98,True,4.16229178445619,4.012979927547839e-05,2.032790233492421,43,True,0.45701932287161084,1.9999999999999998,97953.25788215331,1343.4893455090416,14398.802783515079,214767.27955749934
44,53,True,4.162292063265219,4.019678646217698e-05,2.4281048298864065,39,True,0.45702687243154233,1.9999999999999998,97983.68839232618,1199.7492922049091,14404.34022352433,214629.12876154095
45,27,True,4.162292409654776,4.028001067506726e-05,0.04643642424796157,43,True,0.4570177103790873,1.9999999999999993,97952.96595725634,1343.7245313387898,14398.388186051145,214652.17776704545
46,105,True,4.162292470530281,4.0294636739648926e-05,0.10088194590453087,35,True,0.4570253029051598,1.9999999999999996,97953.34954433148,1342.83850732524,14398.695429427711,214690.93183077103
47,65,True,4.162292601258788,4.0326045819071844e-05,2.433910595907308,42,True,0.45702677179150153,1.9999999999999998,97982.92825419396,1204.3009933515386,14404.460239943131,214652.98829659505
48,120,True,4.162292667017779,4.034184519896965e-05,1.423271298484568,36,True,0.4570297707767193,1.9999999999999998,97983.64103327319,1199.5208357208153,14404.303910487002,214595.84202932892
49,99,True,4.162292763173005,4.036494763620212e-05,0.10109726184984513,40,True,0.4570177284434854,1.9999999999999998,97953.22000488815,1343.2693282665132,14398.625873851499,214662.24156213785
50,59,True,4.162293002847512,4.042253228845853e-05,3.0227053047371846,42,True,0.45701905764702144,1.9999999999999998,97951.72527973304,1352.2193998243388,14398.862413786808,214770.38029724176
51,21,True,4.16229312327921,4.045146743705653e-05,2.4313411692161404,43,True,0.45702672970303154,1.9999999999999998,97982.29834503957,1207.5613445062024,14404.41688943812,214639.81699084578
52,57,True,4.162293346177077,4.050502130200992e-05,0.1008747465716215,40,True,0.45701782655966317,1.9999999999999998,97952.24343582109,1349.0071691937721,14398.735643907252,214692.85980787184
53,94,True,4.162293482997779,4.053789410360769e-05,2.003358809983301,38,True,0.4570208278225278,1.9999999999999998,97952.34211256132,1349.6287369789425,14399.0949148031,214752.95263081352
54,75,True,4.162293529279281,4.054901378522791e-05,2.0016251920446737,40,True,0.4570185757626175,1.9999999999999998,97952.25469106123,1349.9940820150036,14399.045927532085,214743.3667055884
55,106,True,4.162293748513179,4.060168733789271e-05,0.11594586491330051,41,True,0.45703025932824914,1.9999999999999998,97981.59750639042,1211.141610617982,14404.331944122008,214615.6574506227
56,30,True,4.162294101016495,4.0686380454199e-05,0.10140211696480309,39,True,0.45701827279258045,1.9999999999999998,97952.34419819036,1350.2071538219955,14399.1386366662,214721.45233876482
57,109,True,4.162294129234523,4.0693160171181716e-05,1.381207275992674,42,True,0.4570185057993389,1.9999999999999998,97951.78258408085,1352.0135811117077,14398.870304280004,214688.64583847413
58,14,True,4.162294542731637,4.079250777314055e-05,0.12125924097318548,33,True,0.45697043745414967,1.9999655535796539,98094.16264304631,526.2615501939867,14385.363871823465,211578.05589612387
59,121,True,4.162294656659375,4.0819880267946686e-05,2.9597393854617735,34,True,0.4570227328788062,1.9999999996316213,97951.95866316762,1352.119597362429,14399.152219975338,214701.1632805702
60,19,True,4.162294726241192,4.0836598127400236e-05,2.9697145448485993,39,True,0.45702277501523353,1.9999999999999998,97951.85488139743,1353.7738136344633,14399.42955361642,214757.55750414752
61,90,True,4.162294894445034,4.087701110194962e-05,1.96235988142331,38,True,0.45701862055044795,1.9999999999999998,97952.30143321265,1351.5497600480762,14399.505138688277,214739.67796848185
62,87,True,4.162294972230664,4.0895700025247486e-05,0.10172392829638395,41,True,0.4570180216515397,1.9999999999999998,97951.74171427694,1353.7448717752784,14399.210812922209,214705.62570114637
63,25,True,4.162295068062039,4.09187246533832e-05,0.1015904852221242,46,True,0.45701872455839165,1.9999999999999998,97951.52224100528,1355.6249633456969,14399.428896224252,214750.15285821317
64,85,True,4.1622957277540955,4.10772235198756e-05,0.10254898093151461,36,True,0.45701731328847833,1.9999999999999998,97951.94891690815,1352.5954772344899,14399.243919634831,214647.64754408158
65,123,True,4.162295755024057,4.108377545259691e-05,0.11673300903768659,35,True,0.45702832264119725,1.9999999999999998,97980.86976299403,1216.0160601381576,14404.559953115308,214589.83193272207
66,26,True,4.162295911481821,4.112136629216294e-05,1.3691814554909718,35,True,0.45701824866202057,1.9999999999999933,97951.54116610388,1355.9707167274482,14399.552319793285,214716.40957746893
67,66,True,4.162296239937334,4.1200281637678746e-05,2.8451900752811863,36,True,0.45702851303182807,1.9999999999999998,97951.99520343561,1354.1474962022805,14399.719722823947,214707.8690607626
68,76,True,4.1622971462044,4.14180230842387e-05,2.4132858075044332,38,True,0.45703098027474337,1.9999999999999998,97978.07210372531,1230.8774896635202,14404.489974393708,214600.59103695123
69,126,True,4.162297319338386,4.145962058440657e-05,0.11716815339652982,35,True,0.45702636253920415,1.9999999999999993,97979.99172800021,1221.6176455327482,14404.727852511649,214581.26735433668
70,28,True,4.162297577553141,4.152165975196949e-05,0.11732046207387947,41,True,0.4570262558991103,1.9999999999999492,97979.82795788046,1221.935428799304,14404.636555816354,214551.95662395417
71,115,True,4.162297647929943,4.153856861612781e-05,0.15182381665265782,43,True,0.4570282309514515,1.9999999999999918,98091.15884852124,662.7988419574936,14416.577641860413,214453.51426773513
72,78,True,4.162297873510396,4.159276700421885e-05,1.434018748496938,42,True,0.4570309173603091,1.9999999999999998,97976.59951095517,1238.5168935298684,14404.449364273836,214606.95271753432
73,4,True,4.162298619401583,4.1771976237527886e-05,2.396745754989288,31,True,0.4570261214106094,1.9999999999999787,97976.90181227076,1237.2004051395263,14404.482460617903,214566.64338739472
74,15,True,4.162298623798694,4.177303269579717e-05,2.4061706896777824,44,True,0.4570260772311762,1.9999999999999998,97975.60189633744,1244.1386397755175,14404.464103892993,214605.81250560033
75,86,True,4.16229879939487,4.1815221766519494e-05,0.9553890864575731,33,True,0.45703045396701547,1.999999999990039,97974.8436723617,1248.623697221036,14404.533752123496,214636.57897003117
76,31,True,4.162299534754923,4.1991900769526424e-05,0.11684859433691218,37,True,0.4570297766316989,1.9999999999999931,97976.40598515287,1240.573235955561,14404.629449475304,214570.1963620972
77,72,True,4.162299666912718,4.2023653252350705e-05,0.10507033342112707,42,True,0.4570259604255365,1.999999999992609,97975.20910532709,1246.2439468702587,14404.430622697875,214561.40633352593
78,67,True,4.162301762820672,4.252722007821605e-05,1.107936896257215,36,True,0.45702829462549543,1.9999999999999998,98085.40193945418,694.961775367267,14416.812579574007,214483.09109328297
79,88,True,4.162312078614349,4.500571226040912e-05,1.6853703114721121,33,True,0.4570219248377987,1.9999986890162977,98008.74085719266,1073.8262398427717,14406.997725185913,213803.3290086657
80,2,True,4.1623192216287,4.672190645562894e-05,2.688112141328446,36,True,0.4570298220510681,1.9999999999999998,97931.56852131471,1476.4132701307133,14402.639071701995,214776.00212202116
81,50,True,4.162387334468684,6.308682676041969e-05,0.8171945598434736,44,True,0.457016296437575,1.9999871419212412,98031.04964991934,829.5984334213687,14375.05651122885,208044.08919874727
82,63,True,4.16409836450804,0.00047418215386798885,0.00018486368795377607,22,True,0.4566224226345936,1.9999999999999993,96552.9364119286,1.8511138464598806e-06,14520.1565988784,192814.1323994454
83,36,True,4.164098364575714,0.0004741821701274406,0.00026495885768891276,23,True,0.4566223804829832,1.9999999999999463,96552.82835252139,9.708252574914215e-06,14520.158643767267,192811.56041669063
84,0,True,4.164098365128485,0.0004741823029372899,0.0006199068847228582,11,True,0.4566222068612152,1.9999999999989437,96552.36626310708,4.963949671930542e-05,14520.1718402397,192801.17831774653
85,43,True,4.164237322325413,0.0005075684230002676,0.00013118491123747115,20,True,0.4565571392531972,1.999999999999987,96105.37575742537,2.4490989344348783e-06,14563.184958859683,187713.52656335037
86,24,True,4.1642373224713465,0.0005075684580624179,0.0003196121554941996,28,True,0.4565570538530739,1.9999999999999951,96105.1557927294,3.232381568359972e-05,14563.18878570882,187708.28421293804
87,82,True,4.164237322488076,0.0005075684620819343,0.0003322578108740953,25,True,0.4565570482897655,1.9999999999999996,96105.13931912005,3.473240253050833e-05,14563.1888177436,187707.85478104494
88,10,True,4.1643588776285565,0.0005367735310099791,1.2327356476416172e-06,17,True,0.45649269504509027,1.999999999999999,95389.32217216131,4.274150757671908e-09,14636.05343745397,180140.27981021802
89,118,True,4.16435887762868,0.000536773531039641,5.343852936297539e-06,22,True,0.45649269340703746,1.9999999999999998,95389.31945805202,6.590765244101071e-08,14636.052689676213,180140.11621056343
90,42,True,4.164358877628706,0.0005367735310458295,9.320443286459454e-06,27,True,0.45649269307635787,1.9999999999999998,95389.3177769784,9.3850886645731e-08,14636.052782749977,180140.10108345211
91,112,True,4.165768582901145,0.0008754719973315467,0.33811160221578035,36,True,0.4575370621348134,1.9999991445606733,101583.43100036684,1.974405655965992,14087.529381625134,261240.6183181549
92,56,True,4.16577292383193,0.0008765149576068211,0.2640121522055491,28,True,0.457542223585526,1.9999999850217565,101571.91671421478,56.1805544711179,14084.299333210616,260630.1973944656
93,93,True,4.165779257014447,0.0008780365800673312,0.3224882433499236,34,True,0.45754616555444866,1.999999908837144,101572.19053323046,11.275969271609013,14068.674883261754,257549.07144978808
94,116,True,4.1657804486005015,0.0008783228727960811,0.1335014819109593,33,True,0.457595023763654,1.999999970569482,101567.18122203907,99.30592346264216,14090.519948601443,262715.33836693346
95,113,True,4.165785371802478,0.0008795057306539209,0.007340169904866306,22,True,0.45754217877636333,1.999999909988343,101556.5099649362,105.13803812155068,14074.068699645743,258487.76253537435
96,47,True,4.165789047770714,0.0008803889257641674,0.04956730439795709,27,True,0.4576259567919586,1.999999959480214,101578.04726223809,67.79317786517625,14100.83106282264,264043.3163124171
97,13,True,4.165790473957457,0.0008807315840998563,0.04618132685962081,34,True,0.45760812012357205,1.9999999785934248,101574.67450239131,85.76747297640713,14100.45425431138,263930.60949675244
98,51,True,4.165791255152193,0.0008809192754310022,0.003747686329967284,30,True,0.4575404960289684,1.9999999997861968,101549.28898709225,151.49353753072683,14074.293332938874,258492.37748352173
99,32,True,4.1657963016547574,0.0008821317577221905,0.21840158389778425,29,True,0.457535640562911,1.9999937338176328,101558.35825728798,123.72074245454834,14081.777503753514,259973.41701532286
100,29,True,4.165800488853765,0.0008831377821088178,0.0012247120794803578,32,True,0.45754287273180544,1.9999997977334651,101541.3354871703,185.8044384555655,14070.974754868166,257815.22943335868
101,11,True,4.1658012183524225,0.0008833130528417337,0.3599954312714632,28,True,0.45762435384287026,1.9999998601539286,101564.4100364526,147.25864177358503,14102.059536737319,264066.8767643896
102,110,True,4.165802119624296,0.000883529594133807,0.16917089494506174,42,True,0.4576091683446898,1.9999983474655207,101560.44491551258,158.11331148497098,14098.356064097145,264483.25325226743
103,22,True,4.165802977752285,0.0008837357695943599,0.216720895520308,31,True,0.4575932791360431,1.9999999752927502,101545.94577346265,232.7822429359326,14096.367817015896,263175.64173251775
104,44,True,4.165810006642203,0.0008854245440364342,0.09333441016012121,28,True,0.45760085517569377,1.9999999711139271,101543.0905561113,253.50338482334834,14099.332374022106,263927.99835188297
105,16,True,4.165810201827402,0.0008854714396032059,0.011025847747887356,30,True,0.45753571512166236,1.9999876258187257,101558.43006090248,130.10890863296103,14084.301104305332,260444.2720360242
106,58,True,4.165812785204416,0.0008860921266712514,0.041468513427786846,28,True,0.45753781138639177,1.9999997988024658,101515.5899629695,356.6312122135562,14082.904065148068,260217.0559935672
107,33,True,4.1658142655697095,0.000886447802048396,0.012182879138267322,39,True,0.4575422508651177,1.9999998630846023,101517.24183103905,363.31848986923603,14086.759022020688,260726.3588642209
108,55,True,4.165816094938917,0.0008868873297687447,0.08323577871683495,36,True,0.45762458721529214,1.9999998813847875,101526.28268085024,338.7386012748052,14095.739867162752,263069.0002502491
109,81,True,4.1658215054725165,0.0008881872748479552,0.1242022888563877,25,True,0.4576334229959859,1.999999418951425,101546.73950241257,251.30368666798938,14104.569496354405,265234.8625852706
110,100,True,4.1658261112026365,0.0008892938563144878,0.022456760814232323,34,True,0.4575627381511719,1.9999999945371805,101522.33980357193,373.4516969722358,14100.337105566705,263437.76617030957
111,97,True,4.165834724130548,0.0008913632147334619,0.011806964810845219,32,True,0.4575352457521356,1.9999996912887514,101489.60497689112,515.2539347433659,14086.937555954466,260610.285028653
112,61,True,4.165841012384415,0.0008928740425511554,0.04323733435443497,33,True,0.45765015925601976,1.999999991505411,101594.64963451972,35.39620318178353,14121.333457430472,268104.56685793475
113,103,True,4.165844737618649,0.0008937690744037492,0.052963470846825414,30,True,0.45761894741995723,1.9999995744892367,101517.32054734182,418.7669901402389,14106.82099134007,264906.8371569384
114,1,True,4.165850974175435,0.0008952674813827162,0.023537576246372097,32,True,0.4575835632901178,1.9999999339398415,101494.05296873821,535.3159424339889,14103.132019140063,263813.81552460784
115,122,True,4.16585255563391,0.0008956474455995246,0.44882029510441107,28,True,0.45764129732213255,1.999999200885868,101505.72473041277,480.3116131368334,14105.795802572415,265214.9255467459
116,35,True,4.16585559835808,0.0008963784962879151,0.44896163387686405,34,True,0.4576732850538938,1.9999999929462802,101524.63193463575,393.7642699609507,14111.900009200297,266502.349297676
117,69,True,4.1658631682631615,0.0008981972560607118,0.04112558401565782,29,True,0.45761511643431574,1.9999995645309598,101514.69696373816,451.0277470641019,14112.874506569779,265979.3440464402
118,114,True,4.165871154074806,0.0009001159423343873,0.03332836073116008,32,True,0.4575506857158311,1.9999852313925095,101560.92795460996,202.7742890795715,14115.24849519186,266589.9482299353
119,125,True,4.165872635979674,0.0009004719876124578,0.035398669159769774,34,True,0.45761591663413026,1.9999999943113553,101504.22350034847,511.77532005380345,14114.052338360621,266103.76744727365
120,124,True,4.165877322941624,0.0009015980859927907,0.09671142855140587,31,True,0.4576384524326577,1.9999993411499422,101558.72350782553,239.48592872643223,14123.7164394357,268846.5424279268
121,96,True,4.165880365780229,0.0009023291641754757,0.3871242226068894,35,True,0.45766838473274557,1.9999999978980647,101528.11837435878,398.81804628035303,14120.429375083335,267665.9805577972
122,52,True,4.165881736303641,0.0009026584487335743,0.38558401975166867,36,True,0.45765102858410894,1.9999993639476903,101561.2083002083,231.46485629865026,14125.574429844939,268856.83901220124
123,107,True,4.165886865430701,0.00090389078254303,0.029838250295530794,40,True,0.45759742623059163,1.9999999685067484,101459.5823955592,741.3763247334972,14108.60088534393,264748.9143455849
124,3,True,4.165887610692841,0.0009040698406403033,0.37698126745207605,28,True,0.4576344973264202,1.9999998679557867,101506.83673920193,511.1696776476892,14118.798048472272,267148.68061787065
125,8,True,4.165889970014506,0.0009046366957447586,0.44872077529279597,25,True,0.45769075137871285,1.999999816282607,101526.42309630639,411.73826139806647,14121.700322115703,268434.9547031602
126,89,True,4.165894412224293,0.0009057039895054358,0.07276132582024876,31,True,0.4576805836803379,1.9999996327197311,101497.3994740022,561.5279455066312,14118.521730758112,267249.712856302
127,38,True,4.1659700167024125,0.0009238688650181788,0.3963117010767184,30,True,0.45764996866892854,1.9999998420473983,101440.91991747369,902.0183887653687,14128.707697210803,268906.85879646963
128,84,True,4.207512396591728,0.010904919960913292,0.7763501929802181,37,False,0.4576442635871079,1.9814130425013385,101631.94838251779,444.12888725087237,14327.56619995876,261537.49369513232
