time_s,paper_acceleration_up_m_s2,paper_strut_force_n,paper_stroke_m,model_acceleration_up_m_s2,model_strut_force_n,model_stroke_m
0.20500000000000002,23.845297029702973,74286.38613861387,0.016076608910891105,10.68207202878972,21318.067707545808,0.12453531601633584
0.21,22.59983498349836,80183.16831683167,0.01804925742574258,9.649557704041248,11745.654893125757,0.12431975732559694
0.215,21.83374587458746,82710.1485148515,0.020056126237623765,8.90674766174322,5338.706315822257,0.12405808391886765
0.22,20.712871287128717,78389.10891089111,0.022138366336633675,8.360169255751023,1100.600207491178,0.12376599541675547
0.225,19.533828382838287,73793.31683168316,0.024220606435643582,8.089593080536089,0.0,0.12345397589368873
0.23,19.450495049504955,68362.87128712866,0.026319306930693096,7.910108282597955,0.0,0.12312622378546076
0.23500000000000001,20.07673267326733,58781.435643564306,0.028511138613861415,7.725178137786285,0.0,0.1227840898991956
0.24,21.00495049504951,52942.57425742575,0.03070297029702972,7.535355841364476,0.0,0.12242890491036638
0.245,21.456683168316832,49936.63366336635,0.03289480198019804,7.341176716267691,0.0,0.12206202373224945
0.25,21.584158415841586,53056.93069306932,0.03519492574257427,7.143158210398822,0.0,0.12168482169995604
0.255,21.031765676567648,57245.0495049505,0.037496349009900995,6.941799921680564,0.0,0.12129869088760016
0.26,19.859735973597356,62881.18811881185,0.03979777227722772,6.7375836495348995,0.0,0.12090503655837255
0.265,19.315594059405942,64637.37623762377,0.04200866336633664,6.530973471481948,0.0,0.1205052737470974
0.27,18.167491749174914,65070.297029702975,0.044200495049504976,6.322415843572296,0.0,0.12010082397466366
0.275,16.487211221122124,63943.069306930694,0.04639232673267331,6.112339723390008,0.0,0.11969311209354938
0.28,15.267326732673272,59572.277227722734,0.04829306930693073,5.90115671438703,0.0,0.11928356326349004
0.28500000000000003,14.128300330033001,53934.65346534654,0.05004653465346538,5.689261230334706,0.0,0.1188736000561877
0.29,12.924092409240927,52431.68316831684,0.05180000000000001,5.477030678703352,0.0,0.11846463968780856
0.295,12.0779702970297,50362.87128712873,0.054378650990099024,5.264825661806864,0.0,0.11805809137787894
0.3,11.138613861386128,47732.67326732676,0.05777599009900992,5.052990194575976,0.0,0.1176553538330583
0.305,10.87211221122112,46140.59405940595,0.061173329207920804,4.841851937851155,0.0,0.11725781285414781
0.31,9.896039603960393,44382.17821782179,0.06445891089108913,4.631722446113258,0.0,0.11686683906457715
0.315,9.2743399339934,42127.72277227725,0.06752747524752477,4.4228974285986205,0.0,0.11648378575850798
0.32,9.094059405940595,40443.56435643566,0.07059603960396041,4.215657022773119,0.0,0.11610998686659392
0.325,8.595297029702971,38740.099009901,0.07348917079207923,4.010266079168575,0.0,0.1157467550373459
0.33,7.238448844884478,36109.900990099006,0.07557141089108912,3.8069744566136716,0.0,0.11539537983196942
0.335,7.1241749174917475,34040.34653465347,0.07765365099009902,3.606017326920309,0.0,0.11505712603046313
0.34,5.92574257425743,32355.445544554474,0.07973762376237624,3.2109937600809797,0.0,0.11473324616666969
0.34500000000000003,5.241749174917492,31040.346534653465,0.08192945544554457,2.1383318416260515,0.0,0.11442842989459094
0.35000000000000003,4.443069306930676,30215.34653465347,0.0841212871287129,1.726034554249484,4257.613598756906,0.11415249888645107
0.355,3.215346534653464,30027.47524752476,0.08631311881188121,1.4690101646428513,8942.92882915572,0.11390629288942537
0.36,3.013201320132011,29839.60396039604,0.08803712871287131,1.2618678924153421,13156.081576276758,0.11368701407232212
0.365,2.9088283828382826,29685.891089108907,0.08968100247524755,0.6246637982258694,16854.06946004548,0.1134917477659617
0.37,1.7970297029702937,29623.26732673267,0.09132487623762378,0.28542612015518287,19846.512547117927,0.11331681312227418
0.375,1.4830858085808618,29560.643564356436,0.09251392326732674,0.12344594651897545,22124.239371349988,0.11315785898379532
0.38,1.5874587458745897,29498.019801980197,0.09350024752475249,0.04612002369192503,23799.242569817543,0.11301092304715989
0.385,1.6918316831683182,29435.396039603962,0.09448657178217823,0.009223050360942509,25005.530304197408,0.11287280906725412
0.39,1.7576320132013201,29306.435643564357,0.09570507425742575,-0.00836601609232801,25862.819302319087,0.11274108821822298
0.395,1.5749793729372934,29118.564356435647,0.09712976485148515,-0.01673412642609584,26466.836949695782,0.11261397603877006
0.4,1.3923267326732667,29108.910891089115,0.09855445544554456,-0.020698588914877192,26889.977272959008,0.11249018806719613
0.405,1.20967409240924,29039.851485148516,0.0996568688118812,-0.022560045101101878,27185.272872619844,0.11236881166770411
0.41000000000000003,1.0270214521452132,28851.9801980198,0.10020482673267328,-0.02341723118759198,27390.823412110807,0.11224920383488263
0.41500000000000004,0.8749999999999993,28811.88118811881,0.10075278465346535,-0.023794879506796818,27533.66227956901,0.11213091402972324
0.42,0.7491749174917476,28799.009900990095,0.10150346534653465,-0.023943590617157895,27632.815307758676,0.11201362770589184
0.425,0.5445544554455446,28736.38613861386,0.10303774752475248,-0.023983045699690564,27701.60024800696,0.1118971257618556
0.43,0.5445544554455446,28673.762376237624,0.10457202970297032,-0.023970401686327136,27749.305279450502,0.11178125578140535
0.435,-0.32590759075907183,28611.138613861385,0.10610631188118815,-0.023932955286888102,27782.392184730223,0.11166591179815091
0.44,-0.8283828382838262,28548.51485148515,0.10764059405940597,-0.02388374261852988,27805.348814909066,0.11155102013343016
0.445,-0.9888613861386123,28427.970297029704,0.1091748762376238,-0.023828989249743415,27821.28846782983,0.1114365295204007
0.45,-1.0932343234323414,28240.099009900994,0.11070915841584161,-0.023771668179479732,27832.369171087277,0.11132240423391201
0.455,-1.194444444444444,28217.821782178224,0.11147066831683171,-0.023713199050677147,27840.085973770223,0.11120861931930494
0.46,-1.2640264026402643,28217.821782178224,0.1121282178217822,-0.02365425965765766,27845.47423299012,0.1110951572826703
0.465,-1.3336083608360847,28217.821782178224,0.11278576732673268,-0.023595173504475042,27849.250772025676,0.11098200579671068
0.47000000000000003,-1.403190319031905,28217.821782178224,0.11407400990099012,-0.02353609489435371,27851.911790373113,0.11086915611142237
0.47500000000000003,-1.5470297029703008,28217.821782178224,0.11560829207920795,-0.02347709732435277,27853.800724972745,0.11075660195346719
0.48,-1.7194719471947209,28217.821782178224,0.11714257425742575,-0.02341821570075453,27855.155260321288,0.11064433876416412
0.485,-1.8407590759075931,28148.019801980205,0.11794393564356437,-0.023359466500215476,27856.139882598596,0.11053236317201394
0.49,-2.049504950495051,28022.772277227727,0.1181631188118812,-0.02330085739829002,27856.868417603146,0.11042067262761554
0.495,-3.0734323432343245,27897.52475247525,0.11838230198019803,-0.023242391867798418,27857.419631616292,0.11030926515099969
0.5,-3.3745874587458795,27772.277227722774,0.11864480198019803,-0.023184071374911852,27857.84802913245,0.11019813915677452
0.505,-3.4789603960396067,27647.029702970296,0.11897357673267328,-0.023125896427954373,27858.19132562325,0.1100872933331237
0.51,-3.5833333333333335,27470.792079207924,0.11930235148514852,-0.023067867078292892,27858.475618911743,0.1099767265580733
0.515,-3.663366336633662,27414.356435643567,0.11958001237623764,-0.023009983159521852,27858.718967779154,0.10986643784154981
0.52,-3.663366336633662,27790.09900990099,0.11968960396039605,-0.022952244401718502,27858.93386830611,0.10975642628528454
0.525,-3.663366336633662,28043.31683168317,0.11979919554455447,-0.022894650486014356,27859.128967431723,0.10964669105506794
0.53,-3.603410341034103,28231.18811881189,0.11990099009900991,-0.022837201070634805,27859.310248673773,0.10953723136154976
0.535,-3.5338283828382853,28419.0594059406,0.11990099009900991,-0.022779895803324735,27859.481852596487,0.10942804644695209
0.54,-3.464246424642467,28330.69306930693,0.11990099009900991,-0.02272273432731886,27859.646644535835,0.10931913557587426
0.545,-3.415841584158421,27954.950495049507,0.11990099009900991,-0.02266571628416969,27859.806607437255,0.10921049802892897
0.55,-3.4529702970297076,27579.207920792083,0.11990099009900991,-0.02260884131508334,27859.963113679118,0.10910213309833748
0.555,-3.7660891089108928,27388.36633663367,0.11990099009900991,-0.022552109061590997,27860.117113160097,0.1089940400848804
0.56,-3.7871287128712865,27576.23762376238,0.11990099009900991,-0.022495519165818934,27860.269263445516,0.10888621829578661
0.5650000000000001,-4.254950495049512,27764.108910891093,0.11990099009900991,-0.02243907127068212,27860.42001982154,0.108778667043271
0.5700000000000001,-4.881188118811886,27920.792079207917,0.11990099009900991,-0.02238276501991443,27860.569697607578,0.10867138564352136
0.5750000000000001,-5.3506600660066015,27920.792079207917,0.11990099009900991,-0.02232660005811482,27860.718515273293,0.10856437341599628
0.58,-5.539603960396039,28030.69306930693,0.11977277227722774,-0.022270576030777534,27860.866624272858,0.10845762968293768
0.585,-5.643564356435643,28217.821782178224,0.11955358910891091,-0.02221469258424058,27861.014129688905,0.10835115376903265
0.59,-5.643564356435643,28217.821782178224,0.11933440594059408,-0.022158949365762126,27861.161104516705,0.10824494500117765
0.595,-5.643564356435643,28178.094059405947,0.11911522277227725,-0.02210334602346542,27861.307599548258,0.10813900270831446
0.6,-5.478547854785478,28084.15841584159,0.11889603960396042,-0.022047882206354785,27861.4536502114,0.10803332622131517
0.605,-5.217615511551151,27990.222772277233,0.11867685643564357,-0.021992557564331605,27861.59928130208,0.10792791487290135
0.61,-5.0519801980198,27896.287128712873,0.11848626237623763,-0.021937371748153467,27861.744510258926,0.10782276799758683
0.615,-5.164191419141911,27802.351485148516,0.11837667079207922,-0.02188232440947324,27861.889349428995,0.10771788493163689
0.62,-5.372937293729373,27708.41584158416,0.1182670792079208,-0.021827415200814215,27862.033807635507,0.10761326501303847
0.625,-5.581683168316833,27623.762376237624,0.11813221947194721,-0.021772643775557654,27862.177891262752,0.10750890758147875
0.63,-6.524752475247546,27623.762376237624,0.11776691419141916,-0.021718009787965897,27862.321605006724,0.10740481197832874
0.635,-7.182755775577559,27623.762376237624,0.1174016089108911,-0.021663512893169923,27862.464952394395,0.10730097754663043
0.64,-7.321782178217825,27623.762376237624,0.11703630363036305,-0.021609152747165794,27862.60793614327,0.10719740363108719
0.645,-7.49491199119912,27623.762376237624,0.11667099834983499,-0.02155492900680578,27862.75055841003,0.10709408957805548
0.65,-7.46012101210121,27690.59405940594,0.11630569306930694,-0.021500841329810783,27862.892820962523,0.10699103473553785
0.655,-7.425330033003299,27878.465346534653,0.11594038778877888,-0.02144688937476502,27863.034725298945,0.106888238453177
0.66,-7.39053905390539,27957.17821782178,0.11557508250825083,-0.021393072801080493,27863.17627273022,0.1067857000822504
0.665,-7.437706270627064,28004.14603960396,0.11520977722772277,-0.021339391269064478,27863.317464436917,0.10668341897566512
0.67,-7.62623762376238,28051.11386138614,0.11484447194719473,-0.021285844439852042,27863.45830150879,0.10658139448795313
0.675,-7.89397689768977,28098.08168316832,0.11470297029702971,-0.02123243197543445,27863.598784972048,0.10647962597526693
0.68,-8.006600660066008,28145.049504950497,0.11470297029702971,-0.021179153538650297,27863.73891580827,0.10637811279537505
0.685,-8.371905940594061,28192.01732673268,0.11470297029702971,-0.021126008793187268,27863.87869496743,0.10627685430765778
0.6900000000000001,-8.737211221122115,28217.821782178224,0.11460420792079208,-0.02107299740356794,27864.018123376994,0.1061758498731031
0.6950000000000001,-8.792491749174914,28217.821782178224,0.11438502475247525,-0.02102011903516754,27864.15720194818,0.10607509885430244
0.7000000000000001,-8.638613861386137,28217.821782178224,0.11416584158415842,-0.020967373354194407,27864.29593158022,0.10597460061544656
0.705,-8.45998349834984,28217.821782178224,0.1139466584158416,-0.0209147600276971,27864.434313163467,0.1058743545223216
0.71,-8.3180693069307,28217.821782178224,0.11372747524752477,-0.020862278723571492,27864.57234758136,0.10577435994230493
0.715,-7.8483910891089135,28217.821782178224,0.11350829207920794,-0.020809929110514602,27864.71003571202,0.1056746162443613
0.72,-7.378712871287126,28211.881188118816,0.11328910891089111,-0.020757710858081424,27864.8473784291,0.10557512279903865
0.725,-7.176155115511548,28164.913366336637,0.11306992574257427,-0.020705623636660064,27864.984376602497,0.10547587897846422
0.73,-7.014851485148511,28117.94554455446,0.11285074257425744,-0.020653667117430885,27865.12103109897,0.10537688415634065
0.735,-6.806105610561053,28070.977722772277,0.1126315594059406,-0.02060184097244644,27865.25734278224,0.10527813770794181
0.74,-6.415841584158402,28024.0099009901,0.11241237623762378,-0.02055014487455864,27865.393312513424,0.10517963901010904
0.745,-5.163366336633642,27977.042079207917,0.11219319306930695,-0.020498578497431197,27865.528941151173,0.10508138744124722
0.75,-4.942244224422434,27930.07425742574,0.11197400990099012,-0.02044714151556093,27865.664229551647,0.10498338238132067
0.755,-4.5660066006600495,27770.049504950493,0.11175482673267328,-0.020395833604256453,27865.799178568766,0.10488562321184951
0.76,-3.5693069306930516,27665.34653465347,0.11153564356435645,-0.020344654439634624,27865.933789054157,0.10478810931590546
0.765,-2.66212871287129,27853.217821782175,0.11131646039603962,-0.02029360369864186,27866.068061857233,0.10469084007810822
0.77,-2.0676567656765616,27920.792079207917,0.1110972772277228,-0.02024268105901328,27866.201997825243,0.10459381488462136
0.775,-0.6930693069306908,27920.792079207917,0.11087809405940596,-0.020191886199320663,27866.3355978032,0.1044970331231485
0.78,-0.6930693069306908,27920.792079207917,0.11065891089108912,-0.020141218798915617,27866.468862634076,0.10440049418292956
0.785,0.21864686468649475,27920.792079207917,0.11043972772277229,-0.0200906785379793,27866.60179315861,0.10430419745473678
0.79,0.5445544554455446,27920.792079207917,0.11022054455445546,-0.020040265097454935,27866.73439021551,0.10420814233087103
0.795,0.5969471947194716,27836.509900990095,0.11000136138613863,-0.01998997815913839,27866.866654641297,0.10411232820515771
0.8,0.6353135313531357,27742.574257425742,0.1097821782178218,-0.01993981740558226,27866.99858727043,0.10401675447294324
0.805,0.5445544554455446,27648.638613861385,0.10956299504950497,-0.019889782520159827,27867.13018893525,0.10392142053109098
0.81,0.5445544554455446,27554.702970297032,0.10934381188118814,-0.019839873187025958,27867.26146046603,0.10382632577797755
0.8150000000000001,0.7910478547854825,27460.767326732675,0.10914152227722773,-0.01979008909114377,27867.39240269092,0.10373146961348904
0.8200000000000001,1.0519801980198062,27366.83168316832,0.10903193069306932,-0.01974042991824021,27867.523016436033,0.1036368514390172
0.8250000000000001,1.2231848184818521,27326.732673267332,0.1089223391089109,-0.019690895354861127,27867.65330252538,0.10354247065745563
0.8300000000000001,1.3275577557755827,27326.732673267332,0.10881274752475249,-0.019641485088309096,27867.783261780925,0.10344832667319612
0.835,1.431930693069311,27140.346534653465,0.10859443069306932,-0.01959219880669849,27867.912895022553,0.10335441889212472
0.84,1.5313531353135335,27106.930693069306,0.10837524752475249,-0.019543036198907515,27868.042203068107,0.10326074672161815
0.845,1.3226072607260746,27294.801980198023,0.10815606435643565,-0.019493996954608406,27868.171186733354,0.10316730957053992
0.85,1.1138613861386155,27326.732673267332,0.10793688118811882,-0.01944508076424256,27868.299846832037,0.10307410684923678
0.855,1.0396039603960416,27326.732673267332,0.107717698019802,-0.019396287319034755,27868.42818417583,0.10298113796953473
0.86,0.9917491749174923,27326.732673267332,0.10749851485148516,-0.01934761631097892,27868.556199574417,0.1028884023447357
0.865,0.9443069306930731,27358.10643564357,0.10727933168316833,-0.019299067432838157,27868.683893835412,0.10279589938961343
0.87,1.0486798679868032,27405.074257425746,0.1070601485148515,-0.01925064037816071,27868.81126776442,0.10270362852041005
0.875,1.1530528052805298,27452.042079207924,0.10684096534653467,-0.01920233484125511,27868.938322165017,0.1026115891548323
0.88,1.445544554455445,27499.009900990102,0.10673267326732674,-0.019154150517193713,27869.065057838776,0.10251978071204786
0.885,1.7586633663366336,27545.97772277228,0.10673267326732674,-0.019106087101814495,27869.191475585245,0.10242820261268169
0.89,1.8506600660065995,27592.945544554455,0.10673267326732674,-0.019058144291729917,27869.31757620196,0.10233685427881238
0.895,1.7462871287128712,27559.158415841583,0.10665730198019803,-0.019010321784307394,27869.44336048446,0.10224573513396847
0.9,1.6254125412541234,27371.287128712873,0.1064381188118812,-0.018962619277656856,27869.568829226337,0.1021548446031249
0.905,1.4166666666666734,27326.732673267332,0.10621893564356437,-0.018915036470673385,27869.693983219124,0.1020641821126993
0.91,1.3094059405940637,27326.732673267332,0.10599975247524754,-0.01886757306299458,27869.818823252383,0.10197374709054834
0.915,1.1776677667766806,27326.732673267332,0.10578056930693071,-0.01882022875501299,27869.943350113732,0.10188353896596425
0.92,1.03850385038504,27439.603960396045,0.10556138613861388,-0.018773003247863684,27870.067564588782,0.1017935571696711
0.925,0.8993399339933993,27622.27722772277,0.10534653465346536,-0.018725896243452667,27870.191467461158,0.10170380113382119
0.93,0.7920792079207931,27547.128712871287,0.10534653465346536,-0.018678907444410697,27870.315059512566,0.10161427029199166
0.935,0.7966171617161708,27471.9801980198,0.10534653465346536,-0.018632036554135922,27870.438341522713,0.10152496407918066
0.9400000000000001,0.9009900990099052,27396.831683168315,0.10534653465346536,-0.01858528327675124,27870.561314269373,0.10143588193180396
0.9450000000000001,0.9158415841584174,27321.683168316828,0.10501754331683168,-0.018538647317134505,27870.683978528363,0.10134702328769132
0.9500000000000001,0.9158415841584174,27246.534653465344,0.10463397277227722,-0.01849212838090253,27870.806335073532,0.10125838758608297
0.9550000000000001,0.738242574257412,27171.386138613856,0.10425040222772276,-0.018445726174409316,27870.92838467682,0.10116997426762604
0.96,0.3729372937293718,27096.237623762372,0.10386683168316832,-0.01839944040474073,27871.05012810821,0.10108178277437109
0.965,0.049504950495051166,27029.702970297025,0.10348326113861386,-0.01835327077971982,27871.17156613578,0.10099381254976854
0.97,0.049504950495051166,27029.702970297025,0.1030996905940594,-0.018307217007919263,27871.29269952563,0.1009060630386651
0.975,-0.14438943894389583,27029.702970297025,0.10286231435643566,-0.018261278798624048,27871.41352904197,0.10081853368730039
0.98,-0.35313531353135685,27029.702970297025,0.10275272277227725,-0.018215455861842145,27871.53405544712,0.10073122394330343
0.985,-0.4688118811881198,27208.663366336634,0.10264313118811884,-0.018169747908331146,27871.65427950145,0.10064413325568909
0.99,-0.5105610561056111,27326.732673267332,0.10249282178217824,-0.01812415464956807,27871.774201963406,0.10055726107485453
0.995,-0.5523102310231023,27326.732673267332,0.1022736386138614,-0.018078675797740473,27871.89382358958,0.10047060685257599
1.0,-0.5940594059405936,27252.47524752476,0.10205445544554456,-0.018033311065769553,27872.013145134657,0.10038417004200507
1.0050000000000001,-0.6358085808580858,27158.5396039604,0.10188118811881189,-0.01798806016729948,27872.132167351374,0.10029795009766547
1.01,-0.6775577557755761,27064.60396039604,0.10188118811881189,-0.017942922816688522,27872.250890990654,0.10021194647544938
1.0150000000000001,-0.7586633663366361,26970.668316831685,0.10188118811881189,-0.017897898729003714,27872.36931680151,0.10012615863261423
1.02,-0.8168316831683151,26876.73267326733,0.10187599009900991,-0.01785298762003862,27872.487445531046,0.10004058602777911
1.025,-0.8168316831683151,26782.797029702975,0.1017663985148515,-0.01780818920630267,27872.605277924515,0.09995522812092138
1.03,-0.8168316831683151,26732.673267326732,0.10165680693069308,-0.017763503204999864,27872.722814725326,0.09987008437337337
1.035,-0.8168316831683151,26732.673267326732,0.10154721534653467,-0.017718929334062494,27872.84005667498,0.09978515424781884
1.04,-0.7244224422442214,26566.336633663366,0.10129207920792081,-0.017674467312120967,27872.95700451313,0.09970043720828965
1.045,-0.747834158415839,26492.82178217822,0.10101810024752478,-0.01763011685851268,27873.07365897759,0.09961593272016242
1.05,-0.8261138613861386,26680.693069306937,0.10074412128712873,-0.017585877693276686,27873.1900208043,0.09953164025015511
1.055,-0.9043935643564347,26868.564356435643,0.1004701423267327,-0.017541749537155482,27873.30609072739,0.09944755926632365
1.06,-0.9826732673267342,27029.702970297025,0.10019616336633665,-0.017497732111600328,27873.4218694791,0.09936368923805854
1.065,-1.0609529702970304,27029.702970297025,0.09992218440594061,-0.01745382513875704,27873.53735778988,0.09928002963608167
1.07,-1.0643564356435635,27029.702970297025,0.09980198019801981,-0.01741002834146599,27873.65255638829,0.09919657993244274
1.075,-1.0643564356435635,27029.702970297025,0.09980198019801981,-0.017366341443263877,27873.76746600113,0.09911333960051615
1.08,-1.0033003300330003,27029.702970297025,0.09980198019801981,-0.017322764168373084,27873.882087353333,0.09903030811499754
1.085,-0.9405940594059393,27029.702970297025,0.0997144801980198,-0.01727929624172475,27873.99642116803,0.09894748495190052
1.09,-0.9257425742574225,27029.702970297025,0.09949529702970297,-0.01723593738893392,27874.110468166527,0.09886486958855334
1.095,-0.8561606160616045,27029.702970297025,0.09927611386138616,-0.017192687336292423,27874.224229068335,0.09878246150359567
1.1,-0.7865786578657835,27029.702970297025,0.09908292079207923,-0.017149545810797306,27874.337704591144,0.09870026017697517
1.105,-0.7169966996699656,27029.702970297025,0.0989733292079208,-0.017106512540120633,27874.450895450835,0.0986182650899443
1.11,-0.761551155115511,27029.702970297025,0.09886373762376238,-0.017063587252618362,27874.563802361536,0.09853647572505708
1.115,-0.8168316831683151,27029.702970297025,0.09874591584158417,-0.017020769677328573,27874.67642603555,0.09845489156616577
1.12,-0.8168316831683151,27029.702970297025,0.09852673267326732,-0.016978059543973245,27874.78876718337,0.09837351209841755
1.125,-0.8168316831683151,27048.267326732668,0.09830754950495049,-0.016935456582938713,27874.900826513796,0.09829233680825147
1.1300000000000001,-0.8168316831683151,27085.841584158414,0.09808836633663366,-0.016892960525300538,27875.012604733754,0.09821136518339502
1.135,-0.8168316831683151,27123.415841584156,0.09793589108910891,-0.016850571102809297,27875.12410254845,0.09813059671286092
1.1400000000000001,-0.7978547854785458,27160.9900990099,0.09778976897689769,-0.01680828804789236,27875.235320661257,0.09805003088694393
1.145,-0.7717615511551138,27198.564356435643,0.09764364686468648,-0.016766111093643232,27875.34625977386,0.09796966719721767
1.1500000000000001,-0.7456683168316806,27236.13861386139,0.09749752475247525,-0.016724039973809113,27875.45692058618,0.09788950513653143
1.155,-0.7195750825082485,27273.71287128713,0.09735140264026404,-0.016682074422824655,27875.56730379633,0.09780954419900682
1.16,-0.6934818481848164,27311.287128712876,0.09720528052805281,-0.016640214175795975,27875.677410100703,0.09772978388003473
1.165,-0.5903465346534635,27326.732673267332,0.0970591584158416,-0.016598458968479335,27875.787240193942,0.09765022367627212
1.17,-0.5693069306930701,27326.732673267332,0.09691303630363038,-0.016556808537295353,27875.896794768938,0.09757086308563877
1.175,-0.6971947194719492,27326.732673267332,0.09676691419141915,-0.016515262619330784,27876.00607451687,0.09749170160731416
1.18,-0.7722772277227702,27326.732673267332,0.09663638613861388,-0.01647382095233496,27876.11508012714,0.09741273874173428
1.185,-0.6880363036303608,27326.732673267332,0.09652679455445545,-0.01643248327471447,27876.223812287444,0.09733397399058855
1.19,-0.6671617161716158,27167.82178217822,0.09641720297029703,-0.016391249325518942,27876.332271683794,0.09725540685681662
1.195,-0.6462871287128699,27039.65346534653,0.09627858910891089,-0.016350118844469463,27876.440459000405,0.09717703684460524
1.2,-0.6254125412541248,27077.227722772273,0.09605940594059406,-0.01630909157193372,27876.548374919807,0.09709886345938512
