sea_state_id,hs_m,tp_s,heading_deg,metric,mean,standard_deviation,p50,p95,p99,maximum
Hs1_Tp6,1.0,6.0,60.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.09763454778786942,0.012156944150917384,0.0964506643411979,0.11922437175453202,0.1314267926894249,0.140835897171212
Hs1_Tp6,1.0,6.0,60.0,four_feet.max_vertical_span_m,0.1585429080300951,0.019650264204006243,0.1567663646717184,0.19197784856481975,0.21490475726490432,0.22679506352560969
Hs1_Tp6,1.0,6.0,60.0,four_feet.max_vertical_velocity_span_m_s,0.12895122928666258,0.016370521890223075,0.1293114155632325,0.15451150985762221,0.1806360991079311,0.18664407935427596
Hs1_Tp6,1.0,6.0,60.0,platform.max_tilt_deg,0.3762654317564912,0.04633958254875245,0.367463690208268,0.4477926479645866,0.5109102076637979,0.5271726773684243
Hs1_Tp6,1.0,6.0,60.0,platform.max_tilt_rate_deg_s,0.30455394248125595,0.038148233017958146,0.3006765206702136,0.3625482854669899,0.42588197080652557,0.4313087421225477
Hs1_Tp6,1.0,6.0,90.0,landing_center.max_abs_vertical_velocity_m_s,0.10267861963302893,0.012064152253098587,0.10100668082594474,0.1253921188216938,0.13589939054710104,0.14495947524523484
Hs1_Tp6,1.0,6.0,90.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.09394770908318813,0.01099267774342813,0.09209732518550734,0.11262740321612617,0.12226979032484879,0.13199158199806157
Hs1_Tp6,1.0,6.0,90.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.2171393470026465,0.02742689962600914,0.2127755653662983,0.27125502966792797,0.2884789982416234,0.3059085252707079
Hs1_Tp6,1.0,6.0,90.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.09394770908318797,0.010992677743428117,0.09209732518550723,0.11262740321612606,0.12226979032484858,0.13199158199806113
Hs1_Tp6,1.0,6.0,90.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.21713934700264642,0.027426899626009114,0.21277556536629816,0.2712550296679278,0.2884789982416231,0.3059085252707077
Hs1_Tp6,1.0,6.0,90.0,four_feet.max_vertical_span_m,0.31018551827160956,0.03795896479437755,0.3042891209553278,0.38116732599672565,0.42516123543958245,0.450783320867794
Hs1_Tp6,1.0,6.0,90.0,four_feet.max_vertical_velocity_span_m_s,0.2659597133015012,0.03290439285676792,0.26094576645350703,0.32735145089832035,0.36894474132531746,0.3868952964993476
Hs1_Tp6,1.0,6.0,90.0,platform.max_tilt_deg,0.9873511701689612,0.12082713763352833,0.9685823545825607,1.2132932815499757,1.3533302446253324,1.4348878755897863
Hs1_Tp6,1.0,6.0,90.0,platform.max_tilt_rate_deg_s,0.846576060704744,0.10473793545184526,0.8306161721995782,1.041992030775431,1.1743875861936985,1.2315259779375127
Hs1_Tp6,1.0,6.0,120.0,landing_center.max_abs_vertical_velocity_m_s,0.05020475920889278,0.006301832446576012,0.04983444145504756,0.06109068697357971,0.06400144570153851,0.07404675794745023
Hs1_Tp6,1.0,6.0,120.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.04431016348094386,0.004760068647875588,0.04380748948036002,0.052589572897643475,0.0546875600100009,0.06030573809562689
Hs1_Tp6,1.0,6.0,120.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.09763454778786942,0.012156944150917382,0.0964506643411979,0.11922437175453202,0.1314267926894249,0.140835897171212
Hs1_Tp6,1.0,6.0,120.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.06294900583822577,0.0070554239882032336,0.06217064101056996,0.07571249475374507,0.07989870925147674,0.08827202714641424
Hs1_Tp6,1.0,6.0,120.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.06840543090081416,0.008028745660993233,0.06729106645724955,0.08423264962681144,0.09132710643463864,0.09161662387045853
Hs1_Tp6,1.0,6.0,120.0,four_feet.max_vertical_span_m,0.1585429080300951,0.019650264204006247,0.1567663646717184,0.19197784856481975,0.21490475726490438,0.2267950635256097
Hs1_Tp6,1.0,6.0,120.0,four_feet.max_vertical_velocity_span_m_s,0.12895122928666258,0.01637052189022307,0.12931141556323253,0.15451150985762221,0.1806360991079311,0.18664407935427596
Hs1_Tp6,1.0,6.0,120.0,platform.max_tilt_deg,0.3762654317564912,0.04633958254875246,0.367463690208268,0.4477926479645866,0.5109102076637979,0.5271726773684243
Hs1_Tp6,1.0,6.0,120.0,platform.max_tilt_rate_deg_s,0.30455394248125595,0.03814823301795814,0.3006765206702136,0.3625482854669899,0.42588197080652557,0.4313087421225477
Hs1_Tp6,1.0,6.0,150.0,landing_center.max_abs_vertical_velocity_m_s,0.027658483956806673,0.00317811837262594,0.02764433883877037,0.03329179994661983,0.0361730609740509,0.037525341022157696
Hs1_Tp6,1.0,6.0,150.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.0439200827449451,0.005277308051310089,0.04326842738250537,0.055102211135302115,0.05721038241654628,0.06178452493241349
Hs1_Tp6,1.0,6.0,150.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.04742052898396921,0.005775838757111638,0.046906133658524016,0.05641348762573977,0.06357643182212291,0.06818366445835823
Hs1_Tp6,1.0,6.0,150.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.02156578239789376,0.002464995103464981,0.021148008586730528,0.026145866462372772,0.02748050359885566,0.027668915031471508
Hs1_Tp6,1.0,6.0,150.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.02418543392915847,0.002604752717165278,0.023938878762347196,0.028249255744705656,0.031067355308173703,0.03134805549718526
Hs1_Tp6,1.0,6.0,150.0,four_feet.max_vertical_span_m,0.05834543761729788,0.007382255635196662,0.05720922582697588,0.07237576912890864,0.07635046512175099,0.08545728954624028
Hs1_Tp6,1.0,6.0,150.0,four_feet.max_vertical_velocity_span_m_s,0.04916151729252461,0.006315215660580765,0.04778691660210768,0.06025810134033304,0.06477950733431476,0.07275374384484036
Hs1_Tp6,1.0,6.0,150.0,platform.max_tilt_deg,0.1431107722147483,0.016848650673189944,0.1406158103244137,0.1758337233744704,0.18399332427588372,0.20282533709458075
Hs1_Tp6,1.0,6.0,150.0,platform.max_tilt_rate_deg_s,0.11753976840270941,0.014095501666260998,0.11476715652001274,0.14557969730370532,0.15252830255383723,0.16992860236804874
Hs1_Tp6,1.0,6.0,180.0,landing_center.max_abs_vertical_velocity_m_s,0.028726620001024186,0.0036820903690514164,0.028343803869185037,0.03529970149836065,0.03868536309052566,0.040594726589888205
Hs1_Tp6,1.0,6.0,180.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.04377225378460293,0.0055169890785225625,0.04285259933603183,0.05376776240939425,0.059899805181101946,0.06326537256339469
Hs1_Tp6,1.0,6.0,180.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.043772253784604406,0.005516989078522911,0.042852599336033054,0.053767762409397075,0.059899805181102994,0.06326537256339756
Hs1_Tp6,1.0,6.0,180.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.01531155415413428,0.0017147977872125609,0.01527434548322054,0.018219080446715955,0.019031380968213486,0.02013809696031213
Hs1_Tp6,1.0,6.0,180.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.015311554154136297,0.0017147977872127907,0.015274345483222622,0.01821908044671995,0.01903138096821509,0.020138096960316425
Hs1_Tp6,1.0,6.0,180.0,four_feet.max_vertical_span_m,0.03793676340971697,0.0042976417447661355,0.03763689683094004,0.045130040852099686,0.04841757049982352,0.055225013357039776
Hs1_Tp6,1.0,6.0,180.0,four_feet.max_vertical_velocity_span_m_s,0.03168381149085655,0.0036867508753882865,0.031440980016191826,0.037687811512250334,0.04255395902145874,0.04556260571087237
Hs1_Tp6,1.0,6.0,180.0,platform.max_tilt_deg,0.12075646843127899,0.013679818546351342,0.1198019634656739,0.14365338167100894,0.15411791355093968,0.17578667716176674
Hs1_Tp6,1.0,6.0,180.0,platform.max_tilt_rate_deg_s,0.1008527042952276,0.011735292515327858,0.10007974770460479,0.11996402992979825,0.13545345852789845,0.14503027838063803
Hs1_Tp8,1.0,8.0,0.0,landing_center.max_abs_vertical_velocity_m_s,0.08009500356487993,0.008329551452963341,0.07947978004847372,0.0938603644626828,0.09708474346991428,0.11117573016521354
Hs1_Tp8,1.0,8.0,0.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.05609396345363324,0.005988533304377793,0.05511887519248178,0.0681339897133417,0.07367362603633992,0.07419640228043937
Hs1_Tp8,1.0,8.0,0.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.056093963453632815,0.00598853330437774,0.055118875192481646,0.06813398971334034,0.07367362603633994,0.07419640228043953
Hs1_Tp8,1.0,8.0,0.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.12385091956457135,0.012806631406877503,0.12292532364975753,0.14556938691870341,0.15405860648004938,0.16441132804416142
Hs1_Tp8,1.0,8.0,0.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.12385091956457125,0.012806631406877551,0.12292532364975739,0.14556938691870333,0.1540586064800501,0.16441132804416117
Hs1_Tp8,1.0,8.0,0.0,four_feet.max_vertical_span_m,0.15451390533976295,0.016568668741981634,0.1509053883345855,0.18288935686457966,0.20068075142770084,0.20309096921894207
Hs1_Tp8,1.0,8.0,0.0,four_feet.max_vertical_velocity_span_m_s,0.10735695884951095,0.01143614768547098,0.10405758428983347,0.12887470220351122,0.13694841738004646,0.1379061213371959
Hs1_Tp8,1.0,8.0,0.0,platform.max_tilt_deg,0.4918330362251272,0.05273971061477099,0.48034676985302427,0.5821549036779065,0.6387866714622867,0.6464586329703711
Hs1_Tp8,1.0,8.0,0.0,platform.max_tilt_rate_deg_s,0.34172781352425546,0.03640238868143283,0.33122557811857,0.41022091790369497,0.4359203514929283,0.4389688178689059
Hs1_Tp8,1.0,8.0,30.0,landing_center.max_abs_vertical_velocity_m_s,0.09073579348878809,0.009490992748219134,0.0893566344814938,0.10988047868447455,0.1141111656784991,0.12435162078277347
Hs1_Tp8,1.0,8.0,30.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.09451281763101019,0.009580733299858046,0.0932294777531962,0.1118638599356594,0.11462930232307962,0.1277565657874877
Hs1_Tp8,1.0,8.0,30.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.07539800982561524,0.008590317236544976,0.07442437642690305,0.09060200918184053,0.0988985237520033,0.10310641928156572
Hs1_Tp8,1.0,8.0,30.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.14132237803849582,0.014147753873555815,0.13976974379585788,0.16720428364682577,0.17261447965916907,0.19012107896391456
Hs1_Tp8,1.0,8.0,30.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.13996851938395793,0.01487144042665436,0.13588345141673241,0.16846744728058904,0.1798726767320109,0.1867505561716655
Hs1_Tp8,1.0,8.0,30.0,four_feet.max_vertical_span_m,0.22066843371814612,0.02389477187155961,0.2135275870711875,0.26257986179192794,0.28579603155449174,0.29307719727725734
Hs1_Tp8,1.0,8.0,30.0,four_feet.max_vertical_velocity_span_m_s,0.1551102726557758,0.01678551944527539,0.15109114247307237,0.18765711290582032,0.19917856463455522,0.1993274932398067
Hs1_Tp8,1.0,8.0,30.0,platform.max_tilt_deg,0.5841737815395652,0.062144799654792096,0.5669095909657722,0.6911195460258025,0.7508338099904567,0.7598187223444892
Hs1_Tp8,1.0,8.0,30.0,platform.max_tilt_rate_deg_s,0.41420650033983014,0.04351463098435107,0.4057755625967012,0.4783319328174204,0.5294198537696935,0.5322130913138674
Hs1_Tp8,1.0,8.0,60.0,landing_center.max_abs_vertical_velocity_m_s,0.19926916383081483,0.021465826113444938,0.19495951082399893,0.23488168921233019,0.25563814291578146,0.2656486104115151
Hs1_Tp8,1.0,8.0,60.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.2593592437477798,0.02884885965150344,0.2550500176960014,0.31365518987234753,0.33245787924776116,0.3392741698934435
Hs1_Tp8,1.0,8.0,60.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.24211519740633392,0.024292135068687732,0.2405354459269804,0.28885010868091887,0.29841242644923843,0.31878502945142406
Hs1_Tp8,1.0,8.0,60.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.1938406549602446,0.02152932789827436,0.1907853794805892,0.23395876439402302,0.25601479139415356,0.25699275009147327
Hs1_Tp8,1.0,8.0,60.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.32146499952751306,0.0335688831699448,0.31765549602578025,0.3793520517589156,0.39907898333938163,0.41297069881847037
Hs1_Tp8,1.0,8.0,60.0,four_feet.max_vertical_span_m,0.5639524057230368,0.06058175481689172,0.5587032787655313,0.6813506357349849,0.6925079094816659,0.713497436256564
Hs1_Tp8,1.0,8.0,60.0,four_feet.max_vertical_velocity_span_m_s,0.4221045018428699,0.045709745372612055,0.4145986298611025,0.499693866825815,0.5185754444992966,0.5366180661934339
Hs1_Tp8,1.0,8.0,60.0,platform.max_tilt_deg,1.3550875652355034,0.14674314868951888,1.3487030461054914,1.6178793690254523,1.6584142883996364,1.7438522211854388
Hs1_Tp8,1.0,8.0,60.0,platform.max_tilt_rate_deg_s,1.0154896351581801,0.11115486273360412,1.002331347185629,1.2082446837648972,1.255691449874584,1.3080054668943621
Hs1_Tp8,1.0,8.0,90.0,landing_center.max_abs_vertical_velocity_m_s,0.29428845936217907,0.030269901278690642,0.2895734526523788,0.344445856612501,0.3661824840318678,0.387825885238827
Hs1_Tp8,1.0,8.0,90.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.375364356328072,0.04266266497870843,0.36937967323960696,0.46140062673124294,0.474841208185862,0.4866864355611912
Hs1_Tp8,1.0,8.0,90.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.5119426061313539,0.054745495907315346,0.5100735176704623,0.6121773416338933,0.6390136947486981,0.6474146068407094
Hs1_Tp8,1.0,8.0,90.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.3753643563280727,0.04266266497870853,0.3693796732396074,0.4614006267312438,0.4748412081858628,0.48668643556119184
Hs1_Tp8,1.0,8.0,90.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.5119426061313537,0.0547454959073153,0.510073517670462,0.6121773416338928,0.6390136947486975,0.6474146068407093
Hs1_Tp8,1.0,8.0,90.0,four_feet.max_vertical_span_m,0.8563118287140852,0.09342987209179705,0.8475130322804485,1.0231277977565254,1.0670395034953208,1.0927440476255614
Hs1_Tp8,1.0,8.0,90.0,four_feet.max_vertical_velocity_span_m_s,0.667587420716456,0.07219215939968,0.6577730953820935,0.8117011988781133,0.8330848283888068,0.8494686933090257
Hs1_Tp8,1.0,8.0,90.0,platform.max_tilt_deg,2.7257252073581384,0.2973965195170601,2.6977177684446856,3.2567169285535167,3.3964922291120385,3.478312334277068
Hs1_Tp8,1.0,8.0,90.0,platform.max_tilt_rate_deg_s,2.1249967590598535,0.22979478041874196,2.093756791258337,2.5837251623013846,2.651791369058836,2.703942830838892
Hs1_Tp8,1.0,8.0,120.0,landing_center.max_abs_vertical_velocity_m_s,0.19926916383081483,0.021465826113444938,0.19495951082399893,0.23488168921233019,0.25563814291578146,0.2656486104115151
Hs1_Tp8,1.0,8.0,120.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.1938406549602446,0.02152932789827435,0.19078537948058916,0.23395876439402302,0.25601479139415356,0.25699275009147327
Hs1_Tp8,1.0,8.0,120.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.3214649995275131,0.0335688831699448,0.31765549602578025,0.3793520517589156,0.39907898333938163,0.4129706988184704
Hs1_Tp8,1.0,8.0,120.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.2593592437477798,0.02884885965150344,0.25505001769600133,0.3136551898723474,0.33245787924776116,0.3392741698934435
Hs1_Tp8,1.0,8.0,120.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.24211519740633392,0.02429213506868773,0.24053544592698042,0.2888501086809188,0.29841242644923843,0.318785029451424
Hs1_Tp8,1.0,8.0,120.0,four_feet.max_vertical_span_m,0.5639524057230368,0.060581754816891736,0.5587032787655313,0.6813506357349849,0.692507909481666,0.713497436256564
Hs1_Tp8,1.0,8.0,120.0,four_feet.max_vertical_velocity_span_m_s,0.42210450184286996,0.045709745372612055,0.4145986298611025,0.4996938668258151,0.5185754444992966,0.5366180661934339
Hs1_Tp8,1.0,8.0,120.0,platform.max_tilt_deg,1.3550875652355034,0.14674314868951888,1.3487030461054912,1.6178793690254523,1.6584142883996364,1.7438522211854388
Hs1_Tp8,1.0,8.0,120.0,platform.max_tilt_rate_deg_s,1.0154896351581801,0.1111548627336041,1.002331347185629,1.2082446837648972,1.2556914498745837,1.3080054668943621
Hs1_Tp8,1.0,8.0,150.0,landing_center.max_abs_vertical_velocity_m_s,0.09073579348878809,0.009490992748219134,0.0893566344814938,0.10988047868447455,0.1141111656784991,0.12435162078277347
Hs1_Tp8,1.0,8.0,150.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.14132237803849582,0.014147753873555814,0.13976974379585794,0.1672042836468258,0.17261447965916907,0.1901210789639145
Hs1_Tp8,1.0,8.0,150.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.13996851938395793,0.014871440426654357,0.13588345141673241,0.16846744728058902,0.17987267673201085,0.1867505561716655
Hs1_Tp8,1.0,8.0,150.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.09451281763101017,0.009580733299858044,0.0932294777531962,0.1118638599356594,0.1146293023230796,0.1277565657874877
Hs1_Tp8,1.0,8.0,150.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.07539800982561524,0.008590317236544975,0.07442437642690305,0.09060200918184053,0.09889852375200332,0.1031064192815657
Hs1_Tp8,1.0,8.0,150.0,four_feet.max_vertical_span_m,0.22066843371814612,0.023894771871559604,0.21352758707118746,0.26257986179192794,0.2857960315544916,0.29307719727725734
Hs1_Tp8,1.0,8.0,150.0,four_feet.max_vertical_velocity_span_m_s,0.15511027265577573,0.016785519445275388,0.15109114247307237,0.18765711290582027,0.1991785646345552,0.19932749323980667
Hs1_Tp8,1.0,8.0,150.0,platform.max_tilt_deg,0.5841737815395652,0.06214479965479208,0.5669095909657722,0.6911195460258023,0.7508338099904567,0.7598187223444889
Hs1_Tp8,1.0,8.0,150.0,platform.max_tilt_rate_deg_s,0.41420650033983014,0.043514630984351065,0.4057755625967012,0.47833193281742026,0.5294198537696932,0.5322130913138673
Hs1_Tp8,1.0,8.0,180.0,landing_center.max_abs_vertical_velocity_m_s,0.08009500356487993,0.008329551452963341,0.07947978004847372,0.0938603644626828,0.09708474346991428,0.11117573016521354
Hs1_Tp8,1.0,8.0,180.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.12385091956456913,0.012806631406877319,0.12292532364975585,0.14556938691870197,0.15405860648004926,0.16441132804415826
Hs1_Tp8,1.0,8.0,180.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.12385091956457345,0.01280663140687773,0.12292532364975906,0.1455693869187047,0.1540586064800502,0.16441132804416433
Hs1_Tp8,1.0,8.0,180.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.05609396345363133,0.005988533304377552,0.05511887519248018,0.06813398971333874,0.07367362603633745,0.0741964022804382
Hs1_Tp8,1.0,8.0,180.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.0560939634536347,0.005988533304377977,0.0551188751924832,0.06813398971334328,0.07367362603634235,0.07419640228044065
Hs1_Tp8,1.0,8.0,180.0,four_feet.max_vertical_span_m,0.1545139053397656,0.016568668741981707,0.15090538833458703,0.18288935686458063,0.20068075142770322,0.20309096921895056
Hs1_Tp8,1.0,8.0,180.0,four_feet.max_vertical_velocity_span_m_s,0.10735695884951361,0.011436147685471108,0.10405758428984035,0.12887470220351388,0.1369484173800532,0.13790612133719823
Hs1_Tp8,1.0,8.0,180.0,platform.max_tilt_deg,0.4918330362251271,0.052739710614771014,0.48034676985302416,0.5821549036779065,0.6387866714622867,0.6464586329703711
Hs1_Tp8,1.0,8.0,180.0,platform.max_tilt_rate_deg_s,0.3417278135242554,0.036402388681432814,0.3312255781185699,0.4102209179036949,0.4359203514929283,0.43896881786890585
Hs1_Tp10,1.0,10.0,0.0,landing_center.max_abs_vertical_velocity_m_s,0.14854873710672767,0.016787633292612795,0.14562888828880174,0.178954506185021,0.18512817669319315,0.20981792239138963
Hs1_Tp10,1.0,10.0,0.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.14627270284289765,0.017146512923693878,0.14393526705514198,0.17533379395308604,0.190701565836623,0.2181673131752885
Hs1_Tp10,1.0,10.0,0.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.14627270284289767,0.01714651292369388,0.1439352670551424,0.17533379395308513,0.19070156583662234,0.21816731317528903
Hs1_Tp10,1.0,10.0,0.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.1962761435462884,0.02187353567095039,0.19573641942774347,0.23230314811858274,0.2482524600536423,0.2510876425403949
Hs1_Tp10,1.0,10.0,0.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.19627614354628878,0.021873535670950465,0.19573641942774392,0.23230314811858338,0.2482524600536421,0.25108764254039545
Hs1_Tp10,1.0,10.0,0.0,four_feet.max_vertical_span_m,0.28340207903565484,0.033662961919412426,0.2847823790171974,0.33860578279734554,0.35834574309817496,0.36333186924650807
Hs1_Tp10,1.0,10.0,0.0,four_feet.max_vertical_velocity_span_m_s,0.1763438524973645,0.02065551226192337,0.1757461087752542,0.21398002162092228,0.22345030166025098,0.2286537211316917
Hs1_Tp10,1.0,10.0,0.0,platform.max_tilt_deg,0.9020968352208872,0.10715253577177404,0.9064904665211306,1.0778156818339601,1.1406499270002584,1.1565212594679972
Hs1_Tp10,1.0,10.0,0.0,platform.max_tilt_rate_deg_s,0.5613199161764711,0.0657485375716069,0.5594172388149509,0.6811195632776063,0.7112644008920812,0.7278273994892893
Hs1_Tp10,1.0,10.0,30.0,landing_center.max_abs_vertical_velocity_m_s,0.18992455471004935,0.0220883914643622,0.18652553656197476,0.22555254000767044,0.22804288200812708,0.26512638141819955
Hs1_Tp10,1.0,10.0,30.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.21155749327000067,0.025008983427283537,0.2083412160007113,0.2534677627320567,0.25938248848316886,0.2911559192459367
Hs1_Tp10,1.0,10.0,30.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.1817530387332591,0.02126423696996725,0.179456784529743,0.2195947429470839,0.2372926203843642,0.2652492226872827
Hs1_Tp10,1.0,10.0,30.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.2202061139948033,0.02458258864742866,0.21782934143078003,0.26184878973743614,0.2738983478623414,0.2840365786712979
Hs1_Tp10,1.0,10.0,30.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.2413322858898961,0.028197495148245568,0.2389664270793424,0.2899112856215749,0.30542374253368215,0.31154851872523204
Hs1_Tp10,1.0,10.0,30.0,four_feet.max_vertical_span_m,0.3927609710700271,0.046955061834349686,0.3905776263186723,0.4768447890053668,0.4928451154512892,0.5082899155960542
Hs1_Tp10,1.0,10.0,30.0,four_feet.max_vertical_velocity_span_m_s,0.24649778536693875,0.02873238430706179,0.2450632753753827,0.30265170216751175,0.3117355985997047,0.319844123429023
Hs1_Tp10,1.0,10.0,30.0,platform.max_tilt_deg,0.9769438165938609,0.1148216535524082,0.9763257334631954,1.1746009020194037,1.2437154413098779,1.2575507177797105
