sea_state_id,hs_m,tp_s,heading_deg,metric,mean,standard_deviation,p50,p95,p95_bootstrap_ci_lower,p95_bootstrap_ci_upper,p99,maximum
Hs1_Tp6,1.0,6.0,0.0,landing_center.max_abs_vertical_velocity_m_s,0.030509301937124516,0.003769223369400852,0.03030825183617441,0.0373407374906628,0.036639314353425254,0.03778310875317605,0.040108183898598444,0.04610806966233783
Hs1_Tp6,1.0,6.0,0.0,leg_1.max_abs_vertical_velocity_m_s,0.02245985643651015,0.00273571449278311,0.022401015692372975,0.02748357180922301,0.026806434969296498,0.027962719658884628,0.029486889184891583,0.03396010830480775
Hs1_Tp6,1.0,6.0,0.0,leg_2.max_abs_vertical_velocity_m_s,0.03902773032078287,0.004847570763683755,0.03852175149770112,0.04759863238142402,0.046793412766402684,0.04833509364459735,0.0513599164174278,0.06007369475411903
Hs1_Tp6,1.0,6.0,0.0,leg_3.max_abs_vertical_velocity_m_s,0.03902773032078254,0.0048475707636837,0.03852175149770173,0.047598632381424075,0.04679341276640196,0.048312110740962214,0.05135991641742627,0.060073694754117765
Hs1_Tp6,1.0,6.0,0.0,leg_4.max_abs_vertical_velocity_m_s,0.02245985643650982,0.0027357144927830416,0.022401015692372336,0.027483571809222854,0.026803558509863365,0.027960726005588753,0.02948688918489056,0.03396010830480746
Hs1_Tp6,1.0,6.0,0.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.016537619086442135,0.0019839174757084565,0.016414758029687917,0.02006204900623874,0.01962415400345855,0.020359172096830955,0.021413660236556397,0.024455136156232668
Hs1_Tp6,1.0,6.0,0.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.01653761908644155,0.001983917475708315,0.016414758029686352,0.020062049006237433,0.01969986758520275,0.02036035098320419,0.02141366023655511,0.02445513615623262
Hs1_Tp6,1.0,6.0,0.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.04631122352616377,0.005769037015851916,0.0457441799640442,0.05628337671186174,0.055605931426833094,0.057522885552128776,0.061265036920059864,0.07250836335618606
Hs1_Tp6,1.0,6.0,0.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.04631122352616319,0.00576903701585182,0.045744179964044236,0.05628337671186192,0.055605931426833725,0.05752264394604941,0.061265036920057185,0.07250836335618373
Hs1_Tp6,1.0,6.0,0.0,four_feet.max_vertical_span_m,0.02102316836998709,0.002577060477900833,0.020658704183470426,0.025763228575282057,0.02523161128736502,0.026074829204310736,0.028427644307693296,0.03415848946060484
Hs1_Tp6,1.0,6.0,0.0,four_feet.max_vertical_velocity_span_m_s,0.01808087914506376,0.002224286349959341,0.017788168531341325,0.022048180237166978,0.021716184375853126,0.022290220926244293,0.023875548202638017,0.02968793642295242
Hs1_Tp6,1.0,6.0,0.0,platform.max_tilt_deg,0.12297616453205544,0.015074655150069081,0.1208442114896642,0.1507034039966096,0.14771409145918998,0.15251986924281363,0.16628904844963202,0.1998119382457522
Hs1_Tp6,1.0,6.0,0.0,platform.max_tilt_rate_deg_s,0.10576508400141414,0.013011083739856754,0.10405285737791496,0.1289720270874624,0.1270211192420401,0.13040473369217676,0.13966131519225886,0.1736611955873508
Hs1_Tp6,1.0,6.0,0.0,deck_edge.minimum_dynamic_elevation_m,-0.15672416732927127,0.01960346724491585,-0.15437376526655244,-0.12902454007877015,-0.1310227053766504,-0.1271966311179824,-0.12100725884667218,-0.10955269090482878
Hs1_Tp6,1.0,6.0,0.0,deck_edge.max_immersion_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs1_Tp6,1.0,6.0,30.0,landing_center.max_abs_vertical_velocity_m_s,0.028718275680159045,0.0036699829340165395,0.028290460278454936,0.03479152524615531,0.034404074978681434,0.03580663231801253,0.03925547374994114,0.047021095188699014
Hs1_Tp6,1.0,6.0,30.0,leg_1.max_abs_vertical_velocity_m_s,0.02158135176142525,0.002728431242329728,0.021225664461654643,0.02660359559559447,0.025942386632699262,0.026962428511642513,0.028875408346051207,0.03529264891964789
Hs1_Tp6,1.0,6.0,30.0,leg_2.max_abs_vertical_velocity_m_s,0.03629617543185915,0.004640599003345208,0.03579643726753881,0.044291812208477215,0.04367563625850564,0.044946363210033355,0.049014200232895384,0.05802713786016561
Hs1_Tp6,1.0,6.0,30.0,leg_3.max_abs_vertical_velocity_m_s,0.03965317464403573,0.005051537124525595,0.03901185348982952,0.048405857175423755,0.047875784051721944,0.04910735003262108,0.054251076441522404,0.0644482147496867
Hs1_Tp6,1.0,6.0,30.0,leg_4.max_abs_vertical_velocity_m_s,0.024837976851916396,0.003176376801577704,0.02463333867726459,0.030379845084878298,0.02990124936991911,0.03120161647209081,0.033704679438981915,0.03829129742366748
Hs1_Tp6,1.0,6.0,30.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.021489902591745904,0.0026456598205143,0.021143405730282158,0.02646150019893467,0.02584877516843496,0.026834355889005297,0.027950478409141197,0.035756158028269855
Hs1_Tp6,1.0,6.0,30.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.025976043379994273,0.0032572548922359416,0.025695982720352117,0.031769533428792664,0.031373314050851545,0.032324775751650874,0.034899799680046806,0.038183790660124325
Hs1_Tp6,1.0,6.0,30.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.0440738955571968,0.005584034497369646,0.04349108427756792,0.054169483396532936,0.05335137540352513,0.055019791263785575,0.059386133851041904,0.06857779149596713
Hs1_Tp6,1.0,6.0,30.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.04997399355599944,0.006345318919391579,0.04905784594339589,0.060925721850017184,0.06015729903366879,0.06155727614136092,0.06776748465535928,0.08029951753952819
Hs1_Tp6,1.0,6.0,30.0,four_feet.max_vertical_span_m,0.03248892964331792,0.003910938610682605,0.032172124662180134,0.03919289476985292,0.03875431774995502,0.039819221519262864,0.04306793287503554,0.04976480032404329
Hs1_Tp6,1.0,6.0,30.0,four_feet.max_vertical_velocity_span_m_s,0.028043656617449515,0.003404535135522685,0.02774031741592792,0.03374693718993582,0.033457318796766215,0.034564657595548214,0.037467237424121405,0.043237709308752634
Hs1_Tp6,1.0,6.0,30.0,platform.max_tilt_deg,0.14411782392243527,0.016733294859739446,0.14266911402625987,0.17463469888201338,0.1715836073667517,0.1767897825406361,0.188465095297001,0.2272223190937265
Hs1_Tp6,1.0,6.0,30.0,platform.max_tilt_rate_deg_s,0.1216389300353639,0.01418507469067391,0.12046052063599832,0.1464175702103735,0.1431318415286637,0.14922165621115943,0.16025424374996486,0.18975742009189825
Hs1_Tp6,1.0,6.0,30.0,deck_edge.minimum_dynamic_elevation_m,-0.18271325038546152,0.0225205013021375,-0.17981674865809372,-0.15129250989640683,-0.15296816384154951,-0.148958459378506,-0.1415570343340275,-0.12314949567962374
Hs1_Tp6,1.0,6.0,30.0,deck_edge.max_immersion_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs1_Tp6,1.0,6.0,60.0,landing_center.max_abs_vertical_velocity_m_s,0.04890908208734515,0.006352768071689505,0.04818107986002461,0.06044114005185417,0.059214710878157197,0.06119413695357309,0.0672619811972312,0.0749781413823506
Hs1_Tp6,1.0,6.0,60.0,leg_1.max_abs_vertical_velocity_m_s,0.04954725035579519,0.0063451252803962705,0.049121187698888055,0.060776042831407896,0.05981189107817983,0.06179074298339664,0.06669004755922897,0.07657961397907789
Hs1_Tp6,1.0,6.0,60.0,leg_2.max_abs_vertical_velocity_m_s,0.04670596507052741,0.005856758096857653,0.04624564242177322,0.05750143941799118,0.05645100505870895,0.058273726871390624,0.06172194434272749,0.07538889693282347
Hs1_Tp6,1.0,6.0,60.0,leg_3.max_abs_vertical_velocity_m_s,0.07054348100349073,0.009202982705548675,0.06948821063762742,0.0871587708734454,0.08576385234250025,0.08913146866640653,0.09641418341230834,0.10416698665579266
Hs1_Tp6,1.0,6.0,60.0,leg_4.max_abs_vertical_velocity_m_s,0.05632274431813613,0.007497216799172226,0.05527577154191664,0.0706988043669088,0.06941918201312328,0.07175776029320273,0.07715910071978478,0.08377710304342925
Hs1_Tp6,1.0,6.0,60.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.06778546622293309,0.008745809559372703,0.0669055590025499,0.08315524508142359,0.0814994486194593,0.08553640048358328,0.09220868469390987,0.10446482405111628
Hs1_Tp6,1.0,6.0,60.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.06543609158129347,0.008768662249463053,0.0643962459170736,0.08224570684021258,0.08047115479935958,0.08420738556583957,0.0894133539921823,0.10078927666527948
Hs1_Tp6,1.0,6.0,60.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.04947646956703939,0.006357034448936422,0.04890386140049291,0.060559559614197164,0.059785436483066424,0.06164127112304737,0.0672705184359613,0.07971953751079039
Hs1_Tp6,1.0,6.0,60.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.09592214564401134,0.012545670534737374,0.09495612580062815,0.11861209983465994,0.11709593112841618,0.12110082693261953,0.13181493546916623,0.14170900105862402
Hs1_Tp6,1.0,6.0,60.0,four_feet.max_vertical_span_m,0.090233132039636,0.01200766557333412,0.08898847908510638,0.11198496976929262,0.10949983649002215,0.11485924285763231,0.1230416230661461,0.1408691169365068
Hs1_Tp6,1.0,6.0,60.0,four_feet.max_vertical_velocity_span_m_s,0.07343426413901032,0.009572452034223168,0.07264596528527593,0.09057098644098989,0.08923421440978667,0.09223592231008533,0.1006242660392084,0.11319892478109725
Hs1_Tp6,1.0,6.0,60.0,platform.max_tilt_deg,0.3988290722768198,0.053749051856564145,0.3941587851276135,0.4954657563223276,0.4842609207831854,0.5076076194158976,0.54169359709196,0.6223127798234168
Hs1_Tp6,1.0,6.0,60.0,platform.max_tilt_rate_deg_s,0.3224816123468831,0.0424479828685689,0.3191456723996622,0.4002548746735669,0.3914858143285447,0.4073044463213324,0.4420861500978834,0.4985157336880383
Hs1_Tp6,1.0,6.0,60.0,deck_edge.minimum_dynamic_elevation_m,-0.35400560110252133,0.04665311634260201,-0.3503743955723655,-0.2865505176790225,-0.2906629314070819,-0.2828507653309563,-0.26122108983157055,-0.22785102710254534
Hs1_Tp6,1.0,6.0,60.0,deck_edge.max_immersion_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hs1_Tp6,1.0,6.0,90.0,landing_center.max_abs_vertical_velocity_m_s,0.10169826101918779,0.01260387610785007,0.10071050908701716,0.12325338780634017,0.12177823624644336,0.12529670416899236,0.13442938391181142,0.1608649956056659
Hs1_Tp6,1.0,6.0,90.0,leg_1.max_abs_vertical_velocity_m_s,0.08036557524503922,0.010198712466917005,0.07925207419517707,0.09845167683313778,0.09695621833325938,0.10167103451694556,0.10867640630559273,0.12211497418408648
Hs1_Tp6,1.0,6.0,90.0,leg_2.max_abs_vertical_velocity_m_s,0.08036557524503923,0.010198712466917007,0.07925207419517705,0.0984516768331377,0.09695621833325938,0.10159197457689348,0.10867640630559267,0.12211497418408657
Hs1_Tp6,1.0,6.0,90.0,leg_3.max_abs_vertical_velocity_m_s,0.15879297408503412,0.019887745547763437,0.15701140519318654,0.19360100668305943,0.191230950032252,0.19723443320140172,0.21199293193058377,0.24416667466471895
Hs1_Tp6,1.0,6.0,90.0,leg_4.max_abs_vertical_velocity_m_s,0.15879297408503418,0.019887745547763444,0.15701140519318657,0.19360100668305963,0.19109863165023186,0.19723443320140166,0.2119929319305838,0.24416667466471895
Hs1_Tp6,1.0,6.0,90.0,leg_forward_port.max_abs_vertical_velocity_m_s,0.10625850318235137,0.014555766944871273,0.10499384551399372,0.13290853891080479,0.1300884739099397,0.13532477891906755,0.1471943368520175,0.16344997491058605
Hs1_Tp6,1.0,6.0,90.0,leg_forward_starboard.max_abs_vertical_velocity_m_s,0.21551839891494023,0.02700107708838337,0.21339774235011547,0.2640509129546271,0.2609875137714893,0.26945757990957114,0.28737286176084337,0.32259532852121203
Hs1_Tp6,1.0,6.0,90.0,leg_aft_port.max_abs_vertical_velocity_m_s,0.10625850318235142,0.014555766944871273,0.10499384551399392,0.1329085389108047,0.13055227697873192,0.1353247789190675,0.14719433685201733,0.16344997491058638
Hs1_Tp6,1.0,6.0,90.0,leg_aft_starboard.max_abs_vertical_velocity_m_s,0.21551839891494018,0.02700107708838335,0.21339774235011547,0.26405091295462707,0.260493847530415,0.2694156303783421,0.2873728617608434,0.322595328521212
Hs1_Tp6,1.0,6.0,90.0,four_feet.max_vertical_span_m,0.17598860304693487,0.022771923363021144,0.17395208713473193,0.21684987061399,0.2134965630314212,0.22163665158899679,0.2380788378083158,0.27238576268697057
Hs1_Tp6,1.0,6.0,90.0,four_feet.max_vertical_velocity_span_m_s,0.1507419438502594,0.019152634579845645,0.14871741313042514,0.18534458975058868,0.18300764073033085,0.18825128695120003,0.20227392775119368,0.22472503887553508
Hs1_Tp6,1.0,6.0,90.0,platform.max_tilt_deg,1.0294548863036228,0.13320560178741667,1.0175421759317287,1.2684750889143928,1.2488597341903496,1.2964725246995967,1.39265508484032,1.5933353041211311
Hs1_Tp6,1.0,6.0,90.0,platform.max_tilt_rate_deg_s,0.881773182926908,0.11203437559278495,0.8699305805883384,1.084183238375941,1.0704975751674264,1.1068708622569288,1.1832123199464142,1.3145413131297683
